,Priority,Summary,time
7469,2,redisqueueinboundgateway should use jdkserializationredisserializer by default,0
7470,2,sftp: create a factory bean for jsch proxies,0
7471,2,"expose auto startup for int-ws:inbound-gateway; return "" service unavailable"" when the endpoint is stopped",0
7472,2,provide better documentation and javadocs for the @integrationcomponentscan,0
7473,2,the amqp outbound components don't allow to configure <poller>,0
7474,2,kryo-based transformers and messageconverters thread safety,0
7475,1,the redisqueueinboundgateway may process messages after stop(),0
7476,1,[connection issue] mqttpahomessagedrivenchanneladapter infinite 'attempting reconnect' message,2
7477,2,open factory bean methods to allow overrides,1
7478,2,gemfiregroupstoretests fail intermittently,1
7479,2,jpaoutboundgatewayfactorybean through the ctor injection causes beancurrentlyincreationexception,1
7480,2,filechannelcache.trylockfor potential memory leak,0
7481,2,restore deprecations,0
7482,2,"messageproducersupport outputchannel check should be in start(), not oninit()",1
7483,2,websocket test failures,1
7484,2,nullpointerexception from abstractaggregatingmessagegroupprocessor when using kafka message bus,0
7485,2,consider to downgrade to kryo- . to be compatible with platform- .,0
7486,0,npe in spel for jsonpropertyaccessor,0
7487,0,incomplete fix for int- : need to use typedvalue.null instead of just null,0
7488,2,xpath splitter xml schema does not support the 'order' attribute,1
7489,2,spring-integration.xsd is out of date,0
7490,1,mqtt channel with cleansession=false unsubscribes from topics before disconnecting,0
7491,2,facing issue when trying to use spring integration,1
7492,1,stomp: possible deadlock,1
7493,2,router mbeans exported by both exporters,0
7494,2,monitortests race condition,0
7495,2,unicastreceivingchanneladapter race condition,0
7496,2,make exponentialmovingaverageratiotests.testdecayedmean() independent of thread.sleep(),0
7497,2,amqp channel tests sporadic failures,0
7498,2,stomp test failure,0
7499,2,tcp: nio timeout with raw deserializer produces partial message,0
7500,1,"possible dropped reply in jms outbound gateway, with <reply-listener/>",1
7501,2,outbound gateway within chain allows reply-channel,0
7502,2,cannot set requiresreply for barriermessagehandler,0
7503,2,fix abstractcorrelatingmessagehandler to expire only own groups,2
7504,2,webservice outbound ignoreemptyresponse not working,2
7505,2,fix stomp test failures,1
7506,2,npe in jsonpropertyaccessor.tostringfriendlyjsonnode.tostring method,0
7507,2,tcp solingertests fail on os x if port is in use,0
7508,0,issue coming up while polling for email,0
7509,0,spring fails to create application context when an aggregator with dependency is present,0
7510,1,embedded values aren't resolved for the messaging annotations if we use <property-placeholder> instead of @propertysource,0
7511,2,cannot customize jmx objectnames,0
7512,2,repeated attribute reply-channel in documentation of int-amqp:outbound-gateway,0
7513,2,cachewritingmessagehandler doesn't use evaluationcontext for cache entries expressions,0
7514,1,<int-file:inbound-channel-adapter> filter doesnt work without prevent-duplicates or ignore-hidden attributes,0
7515,2,<int:channel-interceptor> element missing in spring-integration.xsd,0
7516,0,simple message store group capacity is not released,1
7517,2,amqpchannelfactorybean npe,0
7518,2,race condition in the rollbacklocalfiltertests,0
7519,2,typo in documentation: link not correctly marked up/displayed,0
7520,2,socket timeout is not propagated to gateway send thread,0
7521,2,throws unrelated filter/locker overriden exception with prevent-duplicates attributes in <inbound-channel-adapter>,0
7522,2,json-path dependency has transitive dependency on bad asm,1
7523,2,the @profile annotation is ignored for the messaging annotations,0
7524,1,mqttpahomessagedrivenchanneladapter and mqqtdefaultconvert does not return original message source topic in case of subscription format /#,0
7525,2,(s)ftp:inbound-channel-adapter local-filter is not reversible,0
7526,2,defaults on integrationmanagementconfiguration incorrect,0
7527,2,fix pdf overflows,0
7528,2,message details are blank,0
7529,2,the reflection method invocation doesn't scan interface methods on advised proxy classes,2
7530,2,amqp inbound gateway npe with no replyto,0
7531,2,simpleincrementingidgenerator not thread-safe,1
7532,2,rabbit template hardcoded in amqp gateway,0
7533,1,delayhandler fetch all messages from messagestore on each message delay request.,2
7534,1,the abstractmethodannotationpostprocessor uses `beanfactory.initializebean` twice for the auto-created channels,0
7535,1,watchservicedirectoryscanner does not handle overflow event,1
7536,2,"having the reactor as ""optional"" dependency and using its interfaces as inner implementations causes noclassdeffounderror",0
7537,2,tcpnioserverconnectionfactory produces npe for the serverchannel when the stop() is called,0
7538,2,fix tangles,0
7539,2,there can only be one propertiespersistingmetadatastore (per directory),0
7540,1,sftp blindly accepts new keys and key changes,0
7541,2,stacking failoverccf on top of cachingccf does not work,0
7542,2,socketutils.findavailablesocket should bind to localhost,0
7543,2,inconsistant namespaces in xml,0
7544,2,new sonar issues,0
7545,2,all channel adapter parsers must extend abstractchanneladapterparser,0
7546,2,correct poller documentation,0
7547,2,make project compatible with io- . according to the compatibility with gradle .,0
7548,2,mtom attachment lost by simplewebserviceinboundgateway,0
7549,1,"int-sftp:outbound-channel-adapter fails to write remote file if mode is fail or ignore, even when remote file doesn't exist",0
7550,2,"jpainboundchanneladapterparser doesn't parse ""parameter-source""",0
7551,2,fix gpfb reactor detection,0
7552,1,the listablebeanfactory.getbeannamesfortype(class<?> type) causes nosuchbeandefinitionexception in case of channel auto-creation,0
7553,2,spring intã©gration : failed to obtain pooled item,1
7554,2,integrationmbeanexporter needs to support a getchannelsendcount method,0
7555,1,script result variable not populated by pythonscriptexecutor,0
7556,2,expose the underlying imap receiveddate property,0
7557,2,spring integration core pulls in old spring core library via spring retry,1
7558,1,filesplitter should read line instead of using ready(),0
7559,2,incorrect tooling expected type in (s)ftp schema,0
7560,2,fix stompserverintegrationtests race condition,0
7561,2,cachingclientconnectionfactory gives an unsupportedoperation exception on incoming data,0
7562,2,confusing error message when using a bean inside of a inbound channel adapter,0
7563,2,spurious error âcannot correlate response - no pending replyâ using tcpoutboundgateway and cachingclientconnectionfactory,0
7564,2,fix race condition in queuechanneltests#testsimplesendandreceive(),0
7565,1,fix thread-safety in the syslogtomaptransformer,0
7566,1,syslogtomaptransformer doesn't split tag and message fields correctly,0
7567,1,"simpleoutboundgateway add xml encode charaters in the outbound request ""&#xa""",0
7568,0,feedentrymessagesource improperly calculates proper last entry processed date,0
7569,1,memory leak in httprequestexecutingmessagehandler,0
7570,2,int-http:inbound-gateway do not sets content-type header,0
7571,2,websocket inbound channel adapter doesn't work properly from client side with stomp support,0
7572,2,osdelegatingfiletailingmessageproducer does not recompute command if file is changed,0
7573,2,"fix ""group_to_messag_pk"" typo in the schema.sql.vpp",1
7574,1,cannot conditionally configure a durable subscription with spring jms .,0
7575,1,sftp inbound adapter not logging same file (with updated modified time) twice,2
7576,2,"bogus ""referenced bean not found"" warnings in sts for a minimal spring integration project",0
7577,2,@idempotentreceiver annotation does not work with @bean if the bean is a messagehandler,1
7578,2,handle conversion errors in jms message-driven endpoints,0
7579,2,"when using a specific date release, delayhandler.reschedulepersistentmessage() releases messages too soon",0
7580,0,redislockregistry memory leak and redundant expire time update,1
7581,2,@inboundchanneladapter should set maxmessagesperpoll to by default,0
7582,2,presend on channel log missing,0
7583,2,cachingclientconnectionfactory npe,0
7584,2,explicitly setting singleuse=false on the tcp cccf breaks the cache,0
7585,2,@idempotentreceiver annotation proxying wrong object,0
7586,2,"some components trigger beanpostprocessorchecker warning ""is not eligible for getting processed by all beanpostprocessors""",1
7587,2,npe in header channel registry,0
7588,2,tcpnioclientconnectionfactory should implements schedulingawarerunnable,1
7589,2,"extract-payload=""false"" is ignored by jms inbound-channel-adapter",1
7590,2,memory leak in jsch,1
7591,1,retry not working as expected after version . .,0
7592,2,recursiveleafonlydirectoryscanner is ignoring the configured filelistfilter,0
7593,2,example in documentation for . . namespace support - aop advice chains is invalid,0
7594,0,redislockregistry may produce eternal lock on network blinking,0
7595,0,incorrect decoding of amqp replyto when using direct replyto,0
7596,2,disambiguate mqtt constructors in the xml parser,0
7597,0,indeterminate setters in expressionevaluatingrequesthandleradvice,0
7598,2,(s)ftp gateway ctor visibility,0
7599,2,fix channel mapping documentation,0
7600,2,fix stompintegrationtests#handleexceptionandsendtouser() sporadic failures,1
7601,2,abstractconnectionfactory - illegalargumentexception: 'readdelay' must be positive,0
7602,2,npe in redisavailabletests,0
